_id.courseId,_id.sectionId,_id.unitId,total_time
66,8,11,20408262
66,8,12,111547403
66,8,13,13201210
66,8,14,12034251
66,8,15,19322851
66,8,16,121010121
66,8,17,9330668
66,8,18,21353497
66,8,19,166541542
66,8,2,24579219
66,8,20,44354
66,8,3,2684322
66,8,4,106163479
66,8,5,10424918
66,8,6,14838780
66,8,7,39824086
66,8,8,161341774
66,8,9,7505475
66,9,1,82004314
66,9,10,49187
66,9,11,16602
66,9,12,732701
66,9,13,17182
66,9,14,71776
66,9,15,23199
66,9,16,2139327
66,9,17,45024
66,9,18,162511
66,9,19,1075160
66,9,2,13739896
66,9,20,443600
66,9,3,3437251
66,9,4,47706765
66,9,5,18025454
66,9,6,6264641
66,9,7,49474083
66,9,8,12883983
66,9,9,7838733
68,1,1,37857739
68,1,2,34707194
68,1,3,72234864
68,1,4,16497218
68,1,5,32120572
68,1,6,28819711
68,1,7,1560739
68,2,1,5548168
68,2,2,1505397
68,2,3,1044693
68,2,4,9111890
68,2,5,286663
68,2,6,177644048
68,2,7,573382
68,2,8,4070580
68,3,1,952133
68,3,10,2522801
68,3,11,67696591
68,3,12,2814818
68,3,2,249792686
68,3,3,2151709
68,3,4,7684894
68,3,5,11837194
68,3,6,1223758
68,3,7,2084135
68,3,8,1014477
68,3,9,4219798
68,4,1,1737304
68,4,10,356520886
68,4,11,827970
68,4,12,157990340
68,4,2,31114875
68,4,3,6005919
68,4,4,16669516
68,4,5,583555
68,4,6,494850
68,4,7,4730920
68,4,8,4050228
68,4,9,1117614
68,5,1,1891676
68,5,2,2860376
68,5,3,3897684
68,5,4,903848
68,5,5,785635
68,5,6,56379
68,6,1,1120301
68,6,10,592694
68,6,11,253157
68,6,12,770487913
68,6,13,7346649
68,6,14,640365457
68,6,15,1008425
68,6,16,2603900
68,6,17,106531
68,6,18,2451342
68,6,19,99963
68,6,2,81562212
68,6,20,319945
68,6,21,1529718
68,6,22,437710
68,6,23,45476924
68,6,24,11789149
68,6,25,982942
68,6,26,189754981
68,6,27,90298829
68,6,28,549461
68,6,29,233146
68,6,3,5605793
68,6,30,14613726
68,6,31,4885105
68,6,32,2452446
68,6,33,93778
68,6,4,608199
68,6,5,67726896
68,6,6,12442518
68,6,7,21296275
68,6,8,29380491
68,6,9,342603
68,7,1,1410604
68,7,2,1112468
68,7,3,6148811
68,8,1,16496460
68,8,2,1311695
68,8,3,149736
68,8,4,13389608
68,8,5,923092
68,8,6,1450320
68,8,7,726980
69,1,1,22587
69,2,1,12733
69,3,1,4957
69,4,1,1295143
69,4,11,0
69,4,2,7932
69,4,3,3898
69,4,4,15808
69,4,5,17322
69,4,7,3648924
69,5,1,73423
69,5,10,449
69,5,11,753
69,5,6,5518
69,5,7,620
69,5,8,434
69,5,9,494
69,6,1,189141
69,6,2,0
